Symbol,Company Name,Sector,Industry,Description,Total_ESG_Risk_Score,Predicted_ESG_Score,ESG_Risk_Exposure,ESG_Risk_Management,ESG_Risk_Level,Environment_Score,Governance_Score,Social_Score,Controversy_Level,Controversy_Score,ESG_Risk_Label,AI_ESG_Insight
nSA,"Parker, Byrd and Smith",Finance,Oil & Gas,De-engineered foreground firmware,30.83,25.01,67.34,35.81,High,12.11,27.4,37.79,High,89.0,Medium,
GOz,"Davis, Duffy and Olson",Industrials,Machinery,Persistent grid-enabled portal,44.07,42.47,58.09,65.63,Medium,20.69,23.24,16.89,Medium,52.0,High,
nvj,"Martin, Baker and Harris",Finance,Banks,Polarized asymmetric throughput,49.98,51.02,54.09,58.4,Low,26.03,21.29,38.42,Medium,21.0,High,
XxN,Greene Inc,Industrials,Machinery,Optional client-driven support,43.74,47.0,64.2,32.69,Medium,20.08,20.38,14.41,High,99.0,High,
DIS,Hernandez-Carpenter,Energy,Oil & Gas,Fundamental background task-force,28.71,28.31,54.87,61.47,Low,20.9,15.6,31.85,Low,5.0,Medium,
pgN,Brady-Mcguire,Healthcare,Oil & Gas,Seamless object-oriented architecture,30.61,33.76,64.42,67.07,Low,38.11,25.95,16.07,High,61.0,Medium,
KQb,"Calderon, Gutierrez and Dunlap",Energy,Machinery,Vision-oriented 5thgeneration frame,28.2,19.58,51.78,36.53,Low,11.0,14.78,15.65,Low,3.0,Medium,
ZBv,Glass Ltd,Industrials,Pharmaceuticals,Networked background utilization,29.99,33.92,38.87,62.49,Low,30.54,20.71,39.07,High,90.0,Medium,
tRM,Weber-Johnson,Industrials,Retail,Sharable clear-thinking forecast,29.73,29.73,45.44,37.76,Medium,21.54,19.93,15.63,Medium,22.0,Medium,
zFm,"Fox, Graves and Briggs",Finance,Software,Virtual actuating frame,19.71,15.8,39.14,67.74,High,28.38,28.9,10.12,High,75.0,Low,
bGj,"Fischer, Heath and Ward",Industrials,Pharmaceuticals,Secured 4thgeneration algorithm,34.59,32.99,62.15,61.08,High,29.66,39.96,37.7,Medium,24.0,Medium,
fBG,Davila-Beck,Finance,Software,Cloned static portal,23.92,23.57,36.69,31.26,Medium,20.68,39.51,26.86,High,83.0,Medium,
WtB,Jones-Mcbride,Energy,Machinery,Team-oriented encompassing superstructure,33.76,39.7,43.54,32.88,High,11.89,25.5,29.85,Medium,56.0,Medium,
EED,"Torres, Leonard and Olson",Energy,Retail,Front-line zero administration attitude,16.65,16.12,61.8,60.2,Medium,22.16,33.31,27.98,Medium,50.0,Low,
Ndy,"Harris, Horton and Lewis",Technology,Oil & Gas,Total systematic collaboration,43.34,45.01,52.61,59.43,Medium,10.65,23.86,32.69,High,99.0,High,
mvf,"Lowe, Compton and Zimmerman",Finance,Machinery,Up-sized radical open system,12.28,11.88,54.5,56.7,High,12.11,21.9,12.1,Medium,40.0,Low,
tDo,Hart-Reid,Consumer Goods,Pharmaceuticals,Synergized tangible protocol,24.38,23.92,54.77,65.83,Medium,12.03,37.76,35.0,High,90.0,Medium,
BHn,Gardner-Gonzalez,Technology,Oil & Gas,Realigned national support,40.73,41.83,32.22,42.3,Low,19.44,25.28,39.89,Medium,50.0,High,
csT,Camacho-Simpson,Finance,Banks,User-friendly web-enabled protocol,36.84,37.57,39.67,55.39,Medium,27.48,15.35,21.1,High,75.0,Medium,
SMK,"Perez, Haley and Noble",Healthcare,Pharmaceuticals,Organized object-oriented throughput,46.04,45.21,38.93,62.72,Low,29.64,33.29,35.62,High,90.0,High,
RwV,"Brown, Gibson and Johnston",Energy,Banks,Diverse 3rdgeneration parallelism,11.92,9.33,39.49,58.28,Low,29.72,23.25,36.93,High,96.0,Low,
jEn,Chavez Group,Industrials,Machinery,Streamlined neutral customer loyalty,32.22,29.71,48.35,34.9,High,21.73,11.49,28.48,Medium,35.0,Medium,
WmW,Yu and Sons,Energy,Oil & Gas,Enhanced multi-tasking database,43.78,46.86,55.9,38.75,High,33.42,32.35,13.35,Medium,54.0,High,
Tbq,Dominguez Ltd,Energy,Machinery,Organized global circuit,46.01,50.64,50.43,35.0,Medium,10.08,25.74,22.43,Medium,48.0,High,
CXf,Turner-Martin,Industrials,Machinery,Optional system-worthy benchmark,32.27,29.08,36.05,55.6,High,20.65,24.24,30.27,Medium,23.0,Medium,
xHb,Mack-Ortiz,Industrials,Machinery,Synergistic explicit capability,14.06,11.66,41.88,51.23,High,27.33,31.16,16.78,High,62.0,Low,
dBO,"Johns, Rhodes and Mendoza",Industrials,Machinery,Intuitive upward-trending migration,31.84,30.29,47.9,62.56,Medium,38.17,18.31,29.89,Low,6.0,Medium,
TkZ,Jones Group,Healthcare,Machinery,Integrated attitude-oriented access,32.12,32.38,57.32,36.25,Low,39.54,39.29,23.85,High,93.0,Medium,
Txj,Watson-Duncan,Technology,Machinery,Fully-configurable hybrid emulation,23.96,21.6,68.96,51.77,Low,25.46,22.3,28.96,Medium,39.0,Medium,
Hxr,Gardner Inc,Healthcare,Banks,Organized actuating capability,11.52,13.72,54.84,57.58,Medium,24.43,12.97,23.2,Medium,32.0,Low,
meq,"Vazquez, Ramos and Holt",Healthcare,Machinery,Multi-layered bi-directional neural-net,30.37,32.53,48.79,46.63,High,36.68,15.95,24.17,Medium,58.0,Medium,
kOv,Lee-Shelton,Healthcare,Banks,Universal maximized synergy,29.64,29.46,39.01,64.25,Low,16.84,14.96,27.46,High,80.0,Medium,
UhW,Woods Ltd,Finance,Banks,Switchable cohesive throughput,24.95,25.31,39.6,68.29,High,34.42,31.13,12.45,Low,16.0,Medium,
wAw,Stephenson Inc,Finance,Banks,User-centric local Graphic Interface,41.34,33.88,52.67,51.49,High,31.91,10.38,12.72,High,85.0,High,
PHS,Morgan LLC,Consumer Goods,Machinery,Implemented asynchronous matrix,49.41,51.46,55.37,44.15,Low,13.46,39.14,15.11,Low,13.0,High,
BwF,"Berry, Lopez and Gilbert",Consumer Goods,Machinery,Configurable clear-thinking knowledgebase,25.65,22.89,58.68,37.93,High,20.84,31.13,10.21,Medium,45.0,Medium,
kwG,"Randall, Murphy and Escobar",Finance,Software,Exclusive exuding portal,26.81,23.06,32.1,30.33,Low,12.23,16.61,13.73,Low,17.0,Medium,
Haz,Taylor-Thomas,Energy,Machinery,Secured system-worthy installation,25.87,23.51,62.71,31.84,High,32.45,29.72,35.51,Medium,21.0,Medium,
UUc,Rice-Wilson,Energy,Software,Multi-layered actuating leverage,37.57,40.45,58.92,64.18,Low,27.47,35.57,25.61,Medium,39.0,Medium,
TOz,Mercado Inc,Healthcare,Machinery,Face-to-face discrete Graphical User Interface,38.38,39.68,30.41,41.42,Medium,35.0,13.82,11.55,High,85.0,Medium,
eKA,"Robinson, Jordan and Hughes",Finance,Pharmaceuticals,Profit-focused well-modulated functionalities,28.69,25.29,30.31,64.06,Medium,21.87,24.32,37.29,High,98.0,Medium,
jxj,"Mcdonald, Lee and Greer",Energy,Machinery,Proactive reciprocal hardware,46.96,43.73,37.81,69.33,Low,32.64,21.82,28.52,High,91.0,High,
Zpc,Edwards Inc,Consumer Goods,Pharmaceuticals,Innovative multimedia definition,22.65,23.21,67.41,30.87,Medium,21.67,29.33,31.77,High,66.0,Medium,
aOt,"Hodge, Russell and Greer",Healthcare,Pharmaceuticals,Decentralized explicit firmware,23.77,19.41,32.78,47.57,High,29.07,39.92,26.87,High,68.0,Medium,
GDh,Hudson-Garcia,Consumer Goods,Banks,Optional system-worthy data-warehouse,23.85,23.38,60.64,32.11,Medium,28.41,24.65,21.49,Medium,49.0,Medium,
VqW,"Stanley, Ross and Brown",Technology,Banks,Future-proofed static system engine,15.3,9.42,57.51,43.71,Low,15.73,20.52,27.97,Medium,39.0,Low,
Jop,Santana-Lara,Technology,Banks,Assimilated value-added process improvement,44.04,44.21,67.68,54.83,Medium,36.76,35.5,22.01,Medium,33.0,High,
yox,"Jones, Gonzalez and Obrien",Technology,Machinery,Stand-alone 3rdgeneration portal,14.71,21.9,49.71,50.38,Low,23.58,17.41,24.05,High,91.0,Low,
fNn,"Holder, Mcdonald and Powell",Industrials,Banks,Down-sized asynchronous info-mediaries,38.82,40.66,44.21,59.79,Medium,12.0,34.62,25.36,Medium,38.0,Medium,
GcT,Park and Sons,Finance,Pharmaceuticals,Distributed 4thgeneration standardization,20.64,18.7,67.73,69.82,High,25.0,29.98,27.69,High,97.0,Medium,
AWZ,Howard-Fitzpatrick,Energy,Software,Optional 5thgeneration project,18.94,19.96,39.34,52.23,Low,32.24,25.46,25.32,High,71.0,Low,
ydm,Lynn-Dean,Energy,Software,Down-sized tangible protocol,41.45,38.33,51.49,67.1,High,26.43,33.6,36.03,High,75.0,High,
aGA,Abbott-Morgan,Industrials,Banks,Decentralized multi-state interface,25.59,29.61,63.1,38.87,Medium,34.43,13.84,27.61,High,98.0,Medium,
AAx,Griffith-Harris,Energy,Software,Organic 24/7 orchestration,33.56,37.1,39.84,39.08,Medium,34.08,15.17,21.37,Medium,40.0,Medium,
Ghy,"Sanders, Parker and Ewing",Consumer Goods,Retail,Switchable holistic superstructure,44.47,45.08,66.53,68.5,Low,34.82,38.2,20.28,Medium,57.0,High,
zIV,"Hayes, Sandoval and Nguyen",Consumer Goods,Retail,Total systematic alliance,34.26,36.41,45.97,44.71,High,27.13,31.48,14.35,High,83.0,Medium,
Wih,Watts PLC,Industrials,Oil & Gas,Cross-platform dynamic instruction set,35.42,38.98,46.88,56.55,High,26.94,31.89,29.7,Low,17.0,Medium,
UdE,Williamson-Cooley,Finance,Oil & Gas,Up-sized responsive open system,30.23,26.34,60.9,68.12,Low,31.37,15.77,35.32,High,98.0,Medium,
pOl,"Rush, Gonzalez and Rodriguez",Consumer Goods,Oil & Gas,Monitored asynchronous support,22.39,24.06,64.45,41.84,Low,38.09,19.15,15.55,Medium,39.0,Medium,
XoV,Torres PLC,Consumer Goods,Retail,Digitized bandwidth-monitored flexibility,11.62,12.3,51.16,42.53,High,12.27,12.38,19.8,Medium,21.0,Low,
MVU,Ferguson Inc,Finance,Machinery,Automated demand-driven capacity,42.69,42.46,57.54,45.9,Medium,32.01,30.61,10.91,High,82.0,High,
dTc,Williamson Group,Healthcare,Banks,User-centric responsive archive,43.08,41.8,48.02,40.54,High,15.9,24.14,28.2,High,80.0,High,
com,Bell-Roberts,Technology,Banks,Proactive upward-trending moratorium,45.94,48.3,33.66,47.03,Low,27.92,18.6,10.63,Medium,23.0,High,
KHp,"Moore, Owen and Santos",Technology,Software,Assimilated human-resource infrastructure,44.23,39.78,50.49,47.89,High,19.84,15.94,12.77,Medium,24.0,High,
blo,Mcmillan-Myers,Healthcare,Banks,Assimilated 5thgeneration interface,15.18,13.22,34.86,45.82,Low,33.93,38.43,21.73,High,68.0,Low,
UiD,"Foster, Young and Miles",Energy,Software,Quality-focused regional migration,15.13,10.85,36.49,58.67,High,28.25,16.6,26.6,Medium,40.0,Low,
DBX,"Harris, Velasquez and Miller",Healthcare,Machinery,Optional incremental open system,34.43,38.46,55.64,44.58,Low,22.14,37.2,22.28,Medium,59.0,Medium,
nEU,"Sandoval, Sanders and May",Technology,Retail,Function-based encompassing database,25.94,28.8,35.66,44.32,High,10.13,20.7,24.65,High,84.0,Medium,
ams,Williams Group,Consumer Goods,Banks,Compatible clear-thinking open architecture,27.4,29.07,48.41,31.53,High,22.95,19.89,23.15,High,95.0,Medium,
bHe,Johnston Ltd,Technology,Software,Fully-configurable zero tolerance Internet solution,27.8,28.24,35.04,34.08,High,17.89,15.96,31.5,Low,18.0,Medium,
VPy,Golden-Smith,Healthcare,Software,Open-source dynamic toolset,16.12,13.51,43.39,66.02,Medium,19.07,29.33,26.28,High,90.0,Low,
tpj,Schmidt Ltd,Industrials,Banks,De-engineered incremental superstructure,34.17,31.62,30.06,64.95,Low,23.25,17.52,18.34,High,79.0,Medium,
DHW,Lopez-Galloway,Healthcare,Machinery,Reactive optimizing firmware,21.75,20.31,32.12,67.98,High,17.13,21.95,24.37,High,88.0,Medium,
HtB,Perry LLC,Healthcare,Banks,Pre-emptive context-sensitive knowledge user,24.13,23.51,48.46,63.02,Low,16.58,16.58,23.08,High,63.0,Medium,
pgM,Wagner Inc,Technology,Machinery,Public-key static collaboration,45.81,41.13,60.67,32.46,Low,33.49,29.9,10.03,High,63.0,High,
Tuv,Stevens-Moreno,Energy,Pharmaceuticals,Profound dedicated time-frame,10.22,6.96,60.68,46.44,High,22.88,12.87,17.68,Medium,47.0,Low,
Ebp,"Williams, Fernandez and Padilla",Consumer Goods,Machinery,Multi-channeled bi-directional toolset,34.82,34.56,43.37,44.25,High,18.05,34.42,35.55,Medium,56.0,Medium,
DQk,"Guzman, Hess and Gonzalez",Finance,Banks,Open-architected systematic time-frame,14.04,11.96,69.51,37.51,Medium,34.95,23.41,12.32,High,90.0,Low,
lIw,Hinton-Scott,Energy,Oil & Gas,Team-oriented 5thgeneration success,42.8,41.53,44.49,56.33,Medium,15.92,18.44,13.89,Medium,46.0,High,
Ddy,"West, Perez and Rasmussen",Consumer Goods,Banks,Configurable 24hour superstructure,47.3,41.93,36.88,49.69,Low,17.93,22.74,19.7,High,99.0,High,
foO,"Gutierrez, Johnson and Cruz",Consumer Goods,Banks,Organized 5thgeneration product,46.06,47.18,47.76,48.62,Low,20.63,35.8,11.14,High,87.0,High,
kRv,"Lynch, Hernandez and Bishop",Consumer Goods,Banks,Optional regional matrices,34.87,33.71,35.94,43.35,Low,24.56,34.75,19.99,Low,1.0,Medium,
TQS,Mcclure-Newton,Technology,Oil & Gas,Optimized asynchronous array,15.36,12.46,40.57,42.14,High,16.29,14.85,23.53,High,83.0,Low,
mVK,Hanna LLC,Industrials,Oil & Gas,Multi-layered optimizing open system,36.33,32.67,68.22,69.66,Medium,30.98,15.7,27.74,Medium,57.0,Medium,
ZNj,Smith-Miller,Consumer Goods,Software,Face-to-face leadingedge conglomeration,22.98,22.12,45.07,59.03,Medium,23.38,35.51,32.49,Medium,34.0,Medium,
mLe,Williamson LLC,Industrials,Oil & Gas,Future-proofed impactful instruction set,38.2,39.7,65.2,63.06,Low,35.98,24.17,23.68,Low,15.0,Medium,
AdO,Murray-Clark,Energy,Banks,Integrated client-driven contingency,29.31,30.19,32.39,69.64,Medium,12.0,39.99,11.03,Low,11.0,Medium,
FKx,Hernandez LLC,Consumer Goods,Retail,Extended leadingedge migration,21.63,20.88,50.91,37.44,Low,28.21,21.81,28.52,Low,11.0,Medium,
jpG,"Palmer, Smith and Murphy",Industrials,Retail,Assimilated scalable strategy,37.29,37.03,31.57,42.28,Medium,11.33,12.32,11.27,Medium,43.0,Medium,
aEo,Carter-Torres,Consumer Goods,Banks,Advanced fresh-thinking moratorium,46.36,44.1,49.19,45.3,High,27.81,14.47,37.8,High,83.0,High,
bTy,"Cobb, Lee and Parsons",Industrials,Machinery,Cross-platform human-resource monitoring,34.56,36.8,55.64,36.58,High,34.46,11.86,21.37,Medium,34.0,Medium,
MXa,Cantrell LLC,Consumer Goods,Retail,Optimized leadingedge groupware,49.46,50.24,50.88,40.57,Low,17.39,15.47,29.94,Low,18.0,High,
qZq,"Smith, Craig and Adams",Energy,Machinery,Focused bottom-line encoding,19.47,19.69,37.52,47.82,Medium,22.27,29.38,18.45,Medium,39.0,Low,
XkJ,Diaz LLC,Industrials,Oil & Gas,Persistent directional task-force,28.18,27.12,34.99,41.2,Medium,39.41,32.36,13.18,Medium,26.0,Medium,
VOF,Collins LLC,Finance,Software,Right-sized 24/7 secured line,41.38,43.72,42.32,42.79,Medium,19.68,29.79,23.41,Medium,56.0,High,
IZi,"Smith, Smith and Neal",Technology,Banks,Re-contextualized demand-driven pricing structure,24.4,24.95,60.03,46.9,Low,37.7,11.92,38.97,High,75.0,Medium,
PAf,Griffin LLC,Industrials,Software,Integrated interactive project,46.45,47.13,65.77,44.08,Low,35.11,16.75,36.55,High,69.0,High,
Vpn,Lopez-Chavez,Finance,Retail,Organized high-level portal,46.9,49.0,44.66,67.02,Low,26.6,33.02,37.69,Low,1.0,High,
FLN,"Robbins, Baker and Murray",Finance,Machinery,Advanced bi-directional task-force,36.73,38.55,43.27,48.54,Low,17.86,14.21,33.27,Medium,22.0,Medium,
NYu,Gallagher-Brandt,Finance,Oil & Gas,Multi-channeled disintermediate frame,18.83,19.2,35.48,68.37,Low,36.97,37.22,16.62,Medium,28.0,Low,
oyg,"Ramirez, Cabrera and Bruce",Industrials,Pharmaceuticals,Visionary high-level pricing structure,25.55,24.3,33.3,36.39,High,25.72,33.75,19.07,High,80.0,Medium,
NzW,Mccarty Group,Industrials,Software,Decentralized scalable Local Area Network,23.42,21.52,53.21,35.68,Medium,23.85,26.86,29.09,High,82.0,Medium,
